ATM,Sitio,CR,Division,Marca,Tipo dispositivo,Estatus dispositivo,Calle,Num. Ext.,Estado,Ciudad,CP,Del/Muni,Colonia,Latitud,Longitud,Tipo localidad,IDC,ETV
7632,PLAZA ARAGON PRINCIPAL,3516,METROPOLITANA NORTE,DIEBOLD,PRACTDUAL,ACTIVO,AV CENTRAL,120,ESTADO DE MEXICO,ECATEPEC DE MORELOS,55140,ECATEPEC DE MORELOS,RINCONADA DE ARAGON,19.53161,-99.026478,SUC,DIEBOLD,APODERADO
7633,METEPEC PILARES,6539,METROPOLITANA NORTE,DIEBOLD,PRACTDUAL,ACTIVO,AV METEPEC,10,ESTADO DE MEXICO,METEPEC,52176,METEPEC,FRACC LAS MARINAS METEPEC,19.27583,-99.593876,SUC,DIEBOLD,APODERADO
7634,CIUDAD HIDALGO LERDO DE TEJADA,5635,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,LERDO DE TEJADA,9,MICHOACAN,CIUDAD HIDALGO,61100,HIDALGO,CENTRO,19.6904694,-100.5564879,SUC,DIEBOLD,APODERADO
7635,URUAPAN AEROPUERTO,1385,OCCIDENTE,WINCOR,PRACTDUAL,ACTIVO,AV DE LA FUENTE,3813,MICHOACAN,URUAPAN,60140,URUAPAN,LAZARO CARDENAS ORIENTE,19.4122275,-102.0262032,SUC,WINCOR,APODERADO
7636,MARAVATIO PORTAL,5640,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,PORTAL INDEPENDENCIA,137,MICHOACAN,MARAVATIO DE OCAMPO,61250,MARAVATIO,CENTRO,19.8924246,-100.4430161,SUC,DIEBOLD,APODERADO
7637,MARAVATIO PORTAL,5640,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,PORTAL INDEPENDENCIA,137,MICHOACAN,MARAVATIO DE OCAMPO,61250,MARAVATIO,CENTRO,19.8924246,-100.4430161,SUC,DIEBOLD,APODERADO
7638,ANILLO DE CIRCUNVALACION,3446,METROPOLITANA SUR,DIEBOLD,PRACTDUAL,ACTIVO,FRAY SERVANDO TERESA DE MIER,396,DISTRITO FEDERAL,CIUDAD DE MEXICO,15810,VENUSTIANO CARRANZA,MERCED BALBUENA,19.433231,-99.124153,SUC,DIEBOLD,APODERADO
7639,SOR JUANA,103,METROPOLITANA NORTE,GRG,DISPENSADOR,ACTIVO,SOR JUANA INES DE LA CRUZ,314,ESTADO DE MEXICO,TLALNEPANTLA DE BAZ,54020,TLALNEPANTLA DE BAZ,LAS ROSAS,19.53964754,-99.20906268,SUC,GRG,APODERADO
7640,PORTAL VALLEJO (LA RAZA),6062,METROPOLITANA NORTE,NCR,PRACTDUAL,ACTIVO,CALZADA VALLEJO,296,DISTRITO FEDERAL,CIUDAD DE MEXICO,2940,AZCAPOTZALCO,SAN FRANCISCO XOCOTITLA,19.468307,-99.144864,REM,NCR,SEPSA
7641,PLAZA MISTERIOS,6062,METROPOLITANA NORTE,NCR,DISPENSADOR,ACTIVO,AV RIO CONSULADO,1688,DISTRITO FEDERAL,CIUDAD DE MEXICO,7870,GUSTAVO A MADERO,VALLEJO,19.461944,-99.12685,REM,NCR,SEPSA
7642,HUIXQUILUCAN,3522,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,NICOLAS BRAVO,9,ESTADO DE MEXICO,HUIXQUILUCAN DE DEGOLLADO,52760,HUIXQUILUCAN,CENTRO,19.360034,-99.351897,SUC,WINCOR,APODERADO
7643,ECHEGARAY,3664,METROPOLITANA NORTE,GRG,PRACTDUAL,ACTIVO,EMILIANO ZAPATA,7,ESTADO DE MEXICO,NAUCALPAN DE JUAREZ,53338,NAUCALPAN DE JUAREZ,SANTA MARIA NATIVITAS,19.48448511,-99.23263688,SUC,GRG,APODERADO
7644,TARIMORO CENTRO,6821,BAJIO,GRG,PRACTDUAL,ACTIVO,IGNACIO ZARAGOZA,15,GUANAJUATO,TARIMORO,38700,TARIMORO,CENTRO,20.287316,-100.757047,SUC,GRG,APODERADO
7646,TUXTLA SORIANA NORTE,5009,SURESTE,DIEBOLD,PRACTDUAL,ACTIVO,BLVD ANDRES SERRA ROJO,250,CHIAPAS,TUXTLA GUTIERREZ,29040,TUXTLA GUTIERREZ,EL RETIRO,16.748703,-93.081009,SUC,DIEBOLD,APODERADO
7647,TLAJOMULCO,5212,OCCIDENTE,GRG,PRACTDUAL,ACTIVO,HIDALGO PONIENTE,46,JALISCO,TLAJOMULCO DE ZU�IGA,45640,TLAJOMULCO DE ZU�IGA,CENTRO,20.47504,-103.448742,SUC,GRG,APODERADO
7648,MARAVATIO PORTAL,5640,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,PORTAL INDEPENDENCIA,137,MICHOACAN,MARAVATIO DE OCAMPO,61250,MARAVATIO,CENTRO,19.8924246,-100.4430161,SUC,DIEBOLD,APODERADO
7649,MARAVATIO PORTAL,5640,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,PORTAL INDEPENDENCIA,137,MICHOACAN,MARAVATIO DE OCAMPO,61250,MARAVATIO,CENTRO,19.8924246,-100.4430161,SUC,DIEBOLD,APODERADO
7650,DEL ANGEL,4132,METROPOLITANA SUR,WINCOR,PRACTDUAL,ACTIVO,PASEO DE LA REFORMA,378,DISTRITO FEDERAL,CIUDAD DE MEXICO,6600,CUAUHTEMOC,JUAREZ,19.4257016,-99.1693024,SUC,WINCOR,APODERADO
7651,TUXPAN MORELOS,5644,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,MORELOS,17,MICHOACAN,TUXPAN,61420,TUXPAN,CENTRO,19.5669644,-100.464538,SUC,DIEBOLD,APODERADO
7652,QUERETARO EJERCITO REPUBLICANO,5724,BAJIO,GRG,DISPENSADOR,ACTIVO,EJERCITO REPUBLICANO,129,QUERETARO,QUERETARO,76050,QUERETARO,CARRETAS,20.589553,-100.374056,SUC,GRG,APODERADO
7654,SANTIAGO IXCUINTLA,5661,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,AV 20 DE NOVIEMBRE,46,NAYARIT,SANTIAGO IXCUINTLA,63300,SANTIAGO IXCUINTLA,CENTRO,21.8087137,-105.2070214,SUC,DIEBOLD,APODERADO
7655,CIUDAD AZTECA,1294,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,BLVD DE LOS AZTECAS,81,ESTADO DE MEXICO,ECATEPEC DE MORELOS,55120,ECATEPEC DE MORELOS,CD AZTECA,19.54133167,-99.03497655,SUC,WINCOR,APODERADO
7656,SANTIAGO IXCUINTLA,5661,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,AV 20 DE NOVIEMBRE,46,NAYARIT,SANTIAGO IXCUINTLA,63300,SANTIAGO IXCUINTLA,CENTRO,21.8087137,-105.2070214,SUC,DIEBOLD,APODERADO
7657,PQUE. IND. VILLA FLORIDA,6062,NORESTE,GRG,DISPENSADOR,ACTIVO,AV DE LOS CEDROS,2015,TAMAULIPAS,REYNOSA,88715,REYNOSA,VILLA FLORIDA,26.076426,-98.379163,REM,GRG,SEPSA
7658,CENTRO COMERCIAL SORIANA VALLES,6062,NOROESTE,GRG,DISPENSADOR,ACTIVO,AV DE LA JUVENTUD,5909,CHIHUAHUA,CHIHUAHUA,31216,CHIHUAHUA,CANTERA DEL PEDREGAL,28.6283284,-106.1241904,REM,GRG,SEPSA
7659,CENTRO COMERCIAL SORIANA CADEREYTA,6062,NORESTE,GRG,DISPENSADOR,ACTIVO,BLVD REVOLUCION,1103,NUEVO LEON,CADEREYTA JIMENEZ,67480,CADEREYTA JIMENEZ,CENTRO,25.57664163,-100.0014844,REM,GRG,SEPSA
7660,FARMACIAS GUADALAJARA,6062,OCCIDENTE,NCR,DISPENSADOR,ACTIVO,FRAY BERNARDO COSSIN,830,JALISCO,LAGOS DE MORENO,47410,LAGOS DE MORENO,TEPEYAC,21.378444,-101.919527,REM,NCR,SEPSA
7661,TECUALA,5665,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,GUANAJUATO,150,NAYARIT,TECUALA,63440,TECUALA,CENTRO,22.3965188,-105.4575691,SUC,DIEBOLD,APODERADO
7662,PALENQUE CENTRO,6715,SURESTE,DIEBOLD,PRACTDUAL,ACTIVO,CALLE JUAREZ 40,SN,CHIAPAS,PALENQUE,29960,PALENQUE,PALENQUE CENTRO,17.509159,-91.982915,SUC,DIEBOLD,APODERADO
7663,COAHUILA,3449,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,COAHUILA,216,DISTRITO FEDERAL,CIUDAD DE MEXICO,6700,CUAUHTEMOC,ROMA,19.41165,-99.161029,SUC,DIEBOLD,APODERADO
7664,COAHUILA,3449,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,COAHUILA,216,DISTRITO FEDERAL,CIUDAD DE MEXICO,6700,CUAUHTEMOC,ROMA,19.41165,-99.161029,SUC,DIEBOLD,APODERADO
7665,PQUE. IND. VILLA FLORIDA,6062,NORESTE,WINCOR,PRACTDUAL,ACTIVO,AV DE LOS CEDROS,2015,TAMAULIPAS,REYNOSA,88715,REYNOSA,VILLA FLORIDA,26.076426,-98.379163,REM,WINCOR,SEPSA
7666,PLAZA LAS AMERICAS,4690,SUR,WINCOR,PRACTDUAL,ACTIVO,AV. LAS AMERICA,SN,VERACRUZ,BOCA DEL RIO,94298,BOCA DEL RIO,YLANG YLANG,19.140431,-96.108202,SUC,WINCOR,APODERADO
7668,PLAZA MISTERIOS,6062,METROPOLITANA NORTE,NCR,PRACTDUAL,ACTIVO,AV RIO CONSULADO,1688,DISTRITO FEDERAL,CIUDAD DE MEXICO,7870,GUSTAVO A MADERO,VALLEJO,19.461944,-99.12685,REM,NCR,SEPSA
7669,PLAZA MISTERIOS,6062,METROPOLITANA NORTE,NCR,PRACTDUAL,ACTIVO,AV RIO CONSULADO,1688,DISTRITO FEDERAL,CIUDAD DE MEXICO,7870,GUSTAVO A MADERO,VALLEJO,19.461944,-99.12685,REM,NCR,SEPSA
7670,SAN JOSE DE ITURBIDE,5094,BAJIO,WINCOR,PRACTDUAL,ACTIVO,PLAZA PRINCIPAL,21,GUANAJUATO,SAN JOSE ITURBIDE,37980,SAN JOSE ITURBIDE,SAN JOSE ITURBIDE CENTRO,20.999854,-100.386367,SUC,WINCOR,APODERADO
7671,MONTEVIDEO,3468,METROPOLITANA NORTE,GRG,DISPENSADOR,ACTIVO,AV MONTEVIDEO,285,DISTRITO FEDERAL,CIUDAD DE MEXICO,7300,GUSTAVO A MADERO,LINDAVISTA,19.49015015,-99.13127862,SUC,GRG,APODERADO
7672,MONTEVIDEO,3468,METROPOLITANA NORTE,GRG,DISPENSADOR,ACTIVO,AV MONTEVIDEO,285,DISTRITO FEDERAL,CIUDAD DE MEXICO,7300,GUSTAVO A MADERO,LINDAVISTA,19.49015015,-99.13127862,SUC,GRG,APODERADO
7673,INSURGENTES FELIX CUEVAS,3452,METROPOLITANA SUR,GRG,PRACTDUAL,ACTIVO,AV INSURGENTES SUR,1323,DISTRITO FEDERAL,CIUDAD DE MEXICO,3920,BENITO JUAREZ,INSURGENTES MIXCOAC,19.373275,-99.175991,SUC,GRG,APODERADO
7674,EDIFICIO SEDE DE LA SECRETARIA DE EDUCACION PUBLICA,6062,METROPOLITANA SUR,WINCOR,PRACTDUAL,ACTIVO,REPUBLICA DE BRASIL,31,DISTRITO FEDERAL,CIUDAD DE MEXICO,6020,CUAUHTEMOC,CENTRO (CENTRO HISTORICO),19.436783,-99.134029,REM,WINCOR,SEPSA
7675,MONTEVIDEO,3468,METROPOLITANA NORTE,GRG,DISPENSADOR,ACTIVO,AV MONTEVIDEO,285,DISTRITO FEDERAL,CIUDAD DE MEXICO,7300,GUSTAVO A MADERO,LINDAVISTA,19.49015015,-99.13127862,SUC,GRG,APODERADO
7676,CENTRO COMERCIAL SAN JERONIMO,3507,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV SAN JERONIMO,630,DISTRITO FEDERAL,CIUDAD DE MEXICO,10200,LA MAGDALENA CONTRERAS,SN JERONIMO LIDICE,19.33042005,-99.20898861,SUC,DIEBOLD,APODERADO
7677,CENTRO COMERCIAL SAN JERONIMO,3507,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV SAN JERONIMO,630,DISTRITO FEDERAL,CIUDAD DE MEXICO,10200,LA MAGDALENA CONTRERAS,SN JERONIMO LIDICE,19.33042005,-99.20898861,SUC,DIEBOLD,APODERADO
7678,TECUALA,5665,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,GUANAJUATO,150,NAYARIT,TECUALA,63440,TECUALA,CENTRO,22.3965188,-105.4575691,SUC,DIEBOLD,APODERADO
7679,LAS VARAS,5674,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,AV MEXICO,50,NAYARIT,LAS VARAS,63715,COMPOSTELA,CENTRO,21.1766733,-105.1356422,SUC,DIEBOLD,APODERADO
7680,LAS VARAS,5674,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,AV MEXICO,50,NAYARIT,LAS VARAS,63715,COMPOSTELA,CENTRO,21.1766733,-105.1356422,SUC,DIEBOLD,APODERADO
7681,BASILICA,3873,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,AV HIDALGO,270,JALISCO,ZAPOPAN,45100,ZAPOPAN,CENTRO,20.721172,-103.388664,SUC,DIEBOLD,APODERADO
7682,JIUTEPEC MOCTEZUMA,4631,SUR,DIEBOLD,PRACTDUAL,ACTIVO,BLVD PASEO CUAUHNAHUAC ESQ AV DE LOS GALLOS,SN,MORELOS,JIUTEPEC,62573,JIUTEPEC,APATLACO,18.914974,-99.165362,SUC,DIEBOLD,APODERADO
7683,PRINCIPAL TEPIC,913,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,AV. MEXICO NORTE,123,NAYARIT,TEPIC,63000,TEPIC,CENTRO,21.510635,-104.892416,SUC,DIEBOLD,APODERADO
7684,PALIZADA CENTRO,4435,SURESTE,DIEBOLD,PRACTDUAL,ACTIVO,PINO SUAREZ,36,TABASCO,JONUTA,86780,JONUTA,CENTRO,18.090915,-92.139805,SUC,DIEBOLD,APODERADO
7685,PALIZADA CENTRO,4435,SURESTE,DIEBOLD,PRACTDUAL,ACTIVO,PINO SUAREZ,36,TABASCO,JONUTA,86780,JONUTA,CENTRO,18.090915,-92.139805,SUC,DIEBOLD,APODERADO
7688,PLAZA DEL SALADO,1290,METROPOLITANA SUR,WINCOR,PRACTDUAL,ACTIVO,CALZ IGNACIO ZARAGOZA,3254,DISTRITO FEDERAL,CIUDAD DE MEXICO,9140,IZTAPALAPA,SANTA MARTHA ACATITLA,31.7246122,-106.4425156,SUC,WINCOR,APODERADO
7689,SAN LUIS POTOSI GIGANTE,332,BAJIO,WINCOR,PRACTDUAL,ACTIVO,AV SANTOS DEGOLLADO,SN,SAN LUIS POTOSI,SAN LUIS POTOSI,78269,SAN LUIS POTOSI,FRACC TANGAMANGA,22.145148,-100.990032,SUC,WINCOR,APODERADO
7690,MANZANILLO SANTIAGO SALAHUA,447,OCCIDENTE,NCR,PRACTDUAL,ACTIVO,BLVD MIGUEL DE LA MADRID,1220,COLIMA,MANZANILLO,28869,MANZANILLO,SALAHUA,19.10794,-104.335683,SUC,NCR,APODERADO
7691,VALLADOLID CENTRO,5950,SURESTE,WINCOR,PRACTDUAL,ACTIVO,CALLE 40,196,YUCATAN,VALLADOLID,97780,VALLADOLID,VALLADOLID CENTRO,20.690319,-88.200996,SUC,WINCOR,APODERADO
7692,PUERTO ESCONDIDO,5697,SUR,DIEBOLD,PRACTDUAL,ACTIVO,AV PEREZ GAZGA,114,OAXACA,SAN PEDRO MIXTEPEC DISTRITO 22,71990,SAN PEDRO MIXTEPEC -DTO 22 -,EL MARINERO,15.8619562,-97.06174,SUC,DIEBOLD,APODERADO
7693,PUERTO ESCONDIDO,5697,SUR,DIEBOLD,PRACTDUAL,ACTIVO,AV PEREZ GAZGA,114,OAXACA,SAN PEDRO MIXTEPEC DISTRITO 22,71990,SAN PEDRO MIXTEPEC -DTO 22 -,EL MARINERO,15.8619562,-97.06174,SUC,DIEBOLD,APODERADO
7694,PUERTO ESCONDIDO,5697,SUR,DIEBOLD,PRACTDUAL,ACTIVO,AV PEREZ GAZGA,114,OAXACA,SAN PEDRO MIXTEPEC DISTRITO 22,71990,SAN PEDRO MIXTEPEC -DTO 22 -,EL MARINERO,15.8619562,-97.06174,SUC,DIEBOLD,APODERADO
7695,SAN BUENAVENTURA,5367,NORESTE,DIEBOLD,PRACTDUAL,ACTIVO,FRANCISCO I MADERO,125,COAHUILA,SAN BUENAVENTURA,25500,SAN BUENAVENTURA,CENTRO,27.060756,-101.549199,SUC,DIEBOLD,APODERADO
7696,SAN MIGUEL,3652,METROPOLITANA NORTE,DIEBOLD,PRACTDUAL,ACTIVO,AV HUEHUETOCA,SN,ESTADO DE MEXICO,CUAUTITLAN IZCALLI,54715,CUAUTITLAN IZCALLI,EXHACIENDA DE SAN MIGUEL,19.688932,-99.213988,SUC,DIEBOLD,APODERADO
7697,CADEREYTA CENTRO,5750,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,ALLENDE,28,QUERETARO,CADEREYTA DE MONTES,76500,CADEREYTA DE MONTES,CENTRO,25.590254,-100.00031,SUC,DIEBOLD,APODERADO
7698,SANTA ANA CHIAUTEMPAN,690,SUR,WINCOR,PRACTDUAL,ACTIVO,IGNACIO APIZACO NO. 1,0,TLAXCALA,CHIAUTEMPAN,90800,CHIAUTEMPAN,CENTRO,19.319913,-98.206814,SUC,WINCOR,APODERADO
7699,HERMOSILLO ESTADIO,5808,NOROESTE,WINCOR,PRACTDUAL,ACTIVO,CTRA BAHIA DE KINO,KM 1 5,SONORA,HERMOSILLO,83170,HERMOSILLO,SAHUARO,29.094354,-110.996374,SUC,WINCOR,APODERADO
7700,HERMOSILLO ESTADIO,5808,NOROESTE,WINCOR,PRACTDUAL,ACTIVO,CTRA BAHIA DE KINO,KM 1 5,SONORA,HERMOSILLO,83170,HERMOSILLO,SAHUARO,29.094354,-110.996374,SUC,WINCOR,APODERADO
7701,TLALTENANGO CENTRO,5961,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,MORELOS,3,ZACATECAS,TLALTENANGO DE SANCHEZ ROMAN,99700,TLALTENANGO DE SANCHEZ ROMAN,CENTRO,21.781928,-103.305592,SUC,DIEBOLD,APODERADO
7702,SAN MIGUEL,3652,METROPOLITANA NORTE,DIEBOLD,PRACTDUAL,ACTIVO,AV HUEHUETOCA,SN,ESTADO DE MEXICO,CUAUTITLAN IZCALLI,54715,CUAUTITLAN IZCALLI,EXHACIENDA DE SAN MIGUEL,19.688932,-99.213988,SUC,DIEBOLD,APODERADO
7703,SAN MIGUEL,3652,METROPOLITANA NORTE,DIEBOLD,PRACTDUAL,ACTIVO,AV HUEHUETOCA,SN,ESTADO DE MEXICO,CUAUTITLAN IZCALLI,54715,CUAUTITLAN IZCALLI,EXHACIENDA DE SAN MIGUEL,19.688932,-99.213988,SUC,DIEBOLD,APODERADO
7704,ESTADIO,5230,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,PERIFERICO PASEO DE LA REPUBLICA,3380,MICHOACAN,MORELIA,58115,MORELIA,LAGO 1,19.716643,-101.229368,SUC,DIEBOLD,APODERADO
7705,NEZA LOPEZ MATEOS,147,METROPOLITANA SUR,DIEBOLD,PRACTDUAL,ACTIVO,AV ADOLFO LOPEZ MATEOS,211,ESTADO DE MEXICO,CIUDAD NEZAHUALCOYOTL,57700,NEZAHUALCOYOTL,EVOLUCION,19.399,-99.0291842,SUC,DIEBOLD,APODERADO
7706,NEZA LOPEZ MATEOS,147,METROPOLITANA SUR,DIEBOLD,PRACTDUAL,ACTIVO,AV ADOLFO LOPEZ MATEOS,211,ESTADO DE MEXICO,CIUDAD NEZAHUALCOYOTL,57700,NEZAHUALCOYOTL,EVOLUCION,19.399,-99.0291842,SUC,DIEBOLD,APODERADO
7707,ESTADIO,5230,OCCIDENTE,DIEBOLD,PRACTDUAL,ACTIVO,PERIFERICO PASEO DE LA REPUBLICA,3380,MICHOACAN,MORELIA,58115,MORELIA,LAGO 1,19.716643,-101.229368,SUC,DIEBOLD,APODERADO
7708,TLALTENANGO CENTRO,5961,BAJIO,DIEBOLD,PRACTDUAL,ACTIVO,MORELOS,3,ZACATECAS,TLALTENANGO DE SANCHEZ ROMAN,99700,TLALTENANGO DE SANCHEZ ROMAN,CENTRO,21.781928,-103.305592,SUC,DIEBOLD,APODERADO
7709,NEZA LOPEZ MATEOS,147,METROPOLITANA SUR,DIEBOLD,PRACTDUAL,ACTIVO,AV ADOLFO LOPEZ MATEOS,211,ESTADO DE MEXICO,CIUDAD NEZAHUALCOYOTL,57700,NEZAHUALCOYOTL,EVOLUCION,19.399,-99.0291842,SUC,DIEBOLD,APODERADO
7710,NEZA LOPEZ MATEOS,147,METROPOLITANA SUR,DIEBOLD,PRACTDUAL,ACTIVO,AV ADOLFO LOPEZ MATEOS,211,ESTADO DE MEXICO,CIUDAD NEZAHUALCOYOTL,57700,NEZAHUALCOYOTL,EVOLUCION,19.399,-99.0291842,SUC,DIEBOLD,APODERADO
7711,NEZA LOPEZ MATEOS,147,METROPOLITANA SUR,DIEBOLD,PRACTDUAL,ACTIVO,AV ADOLFO LOPEZ MATEOS,211,ESTADO DE MEXICO,CIUDAD NEZAHUALCOYOTL,57700,NEZAHUALCOYOTL,EVOLUCION,19.399,-99.0291842,SUC,DIEBOLD,APODERADO
7712,NEZA LOPEZ MATEOS,147,METROPOLITANA SUR,DIEBOLD,PRACTDUAL,ACTIVO,AV ADOLFO LOPEZ MATEOS,211,ESTADO DE MEXICO,CIUDAD NEZAHUALCOYOTL,57700,NEZAHUALCOYOTL,EVOLUCION,19.399,-99.0291842,SUC,DIEBOLD,APODERADO
7715,TORREON JARDIN,5985,NORESTE,DIEBOLD,PRACTDUAL,ACTIVO,PASEO DE LA ROSITA,704,COAHUILA,TORREON,27250,TORREON,CAMPESTRE LA ROSITA,25.5233202,-103.4157335,SUC,DIEBOLD,APODERADO
7716,TORREON JARDIN,5985,NORESTE,DIEBOLD,PRACTDUAL,ACTIVO,PASEO DE LA ROSITA,704,COAHUILA,TORREON,27250,TORREON,CAMPESTRE LA ROSITA,25.5233202,-103.4157335,SUC,DIEBOLD,APODERADO
7717,IZTAPALAPA CENTRO,3427,METROPOLITANA SUR,GRG,DISPENSADOR,ACTIVO,CALZ ERMITA IZTAPALAPA,1042,DISTRITO FEDERAL,CIUDAD DE MEXICO,9000,IZTAPALAPA,BARRIO SAN LUCAS,19.356675,-99.098453,SUC,GRG,APODERADO
7718,TLAQUEPAQUE NUEVA CENTRAL CAMIONERA,3874,OCCIDENTE,NCR,PRACTDUAL,ACTIVO,AV DE LAS TORRES,6000 LOCS 1 6 Y 72 AL 78 Z,JALISCO,TLAQUEPAQUE,45500,SAN PEDRO TLAQUEPAQUE,NUEVA CENTRAL,20.6232,-103.286,SUC,NCR,APODERADO
7719,IZTAPALAPA CENTRO,3427,METROPOLITANA SUR,GRG,DISPENSADOR,ACTIVO,CALZ ERMITA IZTAPALAPA,1042,DISTRITO FEDERAL,CIUDAD DE MEXICO,9000,IZTAPALAPA,BARRIO SAN LUCAS,19.356675,-99.098453,SUC,GRG,APODERADO
7720,TORREON JARDIN,5985,NORESTE,DIEBOLD,PRACTDUAL,ACTIVO,PASEO DE LA ROSITA,704,COAHUILA,TORREON,27250,TORREON,CAMPESTRE LA ROSITA,25.5233202,-103.4157335,SUC,DIEBOLD,APODERADO
7721,ACAPONETA,5659,OCCIDENTE,WINCOR,PRACTDUAL,ACTIVO,AV MEXICO,23,NAYARIT,ACAPONETA,63400,ACAPONETA,CENTRO,22.492604,-105.360404,SUC,WINCOR,APODERADO
7724,TOLUCA COLON,561,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,JUAN RODRIGUEZ,100,ESTADO DE MEXICO,TOLUCA,50120,TOLUCA,RESIDENCIAL COLON TOLUCA,19.276136,-99.6586,SUC,WINCOR,APODERADO
7725,TORREON JARDIN,5985,NORESTE,DIEBOLD,PRACTDUAL,ACTIVO,PASEO DE LA ROSITA,704,COAHUILA,TORREON,27250,TORREON,CAMPESTRE LA ROSITA,25.5233202,-103.4157335,SUC,DIEBOLD,APODERADO
7726,NETZAHUALCOYOTL ORIENTE,3528,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV CHIMALHUACAN,341,ESTADO DE MEXICO,CIUDAD NEZAHUALCOYOTL,57000,NEZAHUALCOYOTL,BENITO JUAREZ,19.406385,-99.016857,SUC,DIEBOLD,APODERADO
7727,NETZAHUALCOYOTL ORIENTE,3528,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV CHIMALHUACAN,341,ESTADO DE MEXICO,CIUDAD NEZAHUALCOYOTL,57000,NEZAHUALCOYOTL,BENITO JUAREZ,19.406385,-99.016857,SUC,DIEBOLD,APODERADO
7728,NETZAHUALCOYOTL ORIENTE,3528,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV CHIMALHUACAN,341,ESTADO DE MEXICO,CIUDAD NEZAHUALCOYOTL,57000,NEZAHUALCOYOTL,BENITO JUAREZ,19.406385,-99.016857,SUC,DIEBOLD,APODERADO
7729,NETZAHUALCOYOTL ORIENTE,3528,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV CHIMALHUACAN,341,ESTADO DE MEXICO,CIUDAD NEZAHUALCOYOTL,57000,NEZAHUALCOYOTL,BENITO JUAREZ,19.406385,-99.016857,SUC,DIEBOLD,APODERADO
7730,CASA LEY PLAZA EL MAR,6062,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,CTRA INTERNACIONAL AL NORTE,1200,SINALOA,MAZATLAN,82157,MAZATLAN,JACARANDAS,23.2454498,-106.4209854,REM,DIEBOLD,SEPSA
7731,SENSIENT FLAVORS MEXICO,6062,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,PROLONGACION CONCEPCION BEISTEGUI,501,GUANAJUATO,CELAYA,38020,CELAYA,VALLE RESIDENCIAL LOS GIRASOLE,20.5210585,-100.8474387,REM,DIEBOLD,SEPSA
7732,DHL EXPRESS GUADALAJARA,6062,OCCIDENTE,DIEBOLD,DISPENSADOR,ACTIVO,LAZARO CARDENAS,229,JALISCO,GUADALAJARA,44920,GUADALAJARA,LAS TORRES,20.654394,-103.375997,REM,DIEBOLD,SEPSA
7733,TERNIUM MEXICO NOVA RECREATIVO,6062,NORESTE,WINCOR,PRACTDUAL,ACTIVO,AV DEL BOSQUE,139,NUEVO LEON,SAN NICOLAS DE LOS GARZA,66450,SAN NICOLAS DE LOS GARZA,CUAUHTEMOC,25.73270099,-100.2995092,REM,WINCOR,SEPSA
7734,PANUCO,6515,NORESTE,DIEBOLD,PRACTDUAL,ACTIVO,JUAREZ,SN,VERACRUZ,PANUCO,92000,PANUCO,CENTRO,22.057349,-98.179572,SUC,DIEBOLD,APODERADO
7735,PANUCO,6515,NORESTE,DIEBOLD,PRACTDUAL,ACTIVO,JUAREZ,SN,VERACRUZ,PANUCO,92000,PANUCO,CENTRO,22.057349,-98.179572,SUC,DIEBOLD,APODERADO
7736,BODEGA AURRERA ZUAZUA,6062,NORESTE,DIEBOLD,DISPENSADOR,ACTIVO,CTRA A ZUAZUA,KM 3 5,NUEVO LEON,CIENEGA DE FLORES,65550,CIENEGA DE FLORES,CIENEGA DE FLORES CENTRO,25.906562,-100.167213,REM,DIEBOLD,SEPSA
